,index,text,label
240,14it,"Sound is @reflected@ well in this auditorium.
youdao: Il suono si riflette bene in questo auditorium.
google: Il suono si riflette bene in questo auditorium.
opus: Il suono si riflette bene in questo auditorium.
group_1:
ref: il suono si riflette bene in questo auditorium.
group_2:
ref:il suono si riflette bene in questo auditorium.
group_3:
ref: il suono si riflette bene in questo auditorium.",
241,193it,"@lined@ books are more enduring.
youdao: I libri a righe sono più duraturi.
google: i libri a righe sono più duraturi.
opus: libri foderati sono più durature.
group_1:
ref:i libri foderati sono più duraturi.
group_2:
ref:libri foderati sono più durature.
group_3:
ref: libri foderati sono più durature.",
242,75it,"Are the letters properly @stamped?@
youdao: Le lettere sono debitamente timbrate?
google: Le lettere sono timbrate correttamente?
opus: Le lettere sono timbrate correttamente?
group_1:
ref: le lettere sono timbrate correttamente?
group_2:
ref:le lettere sono timbrate correttamente?
group_3:
ref: le lettere sono timbrate correttamente?",
243,100it,"This dress @spots@ quickly.
youdao: Questo vestito macchie velocemente.
google: Questo vestito si macchia rapidamente.
opus: Questo vestito macchia in fretta.
group_1:
ref: questo vestito si macchia rapidamente.
group_2:
ref:questo vestito si macchia rapidamente.
group_3:
ref: questo vestito si macchia rapidamente.",
244,243it,"The balloons @deflated.@
youdao: I palloni si sono sgonfiati.
google: I palloncini si sono sgonfiati.
opus: I palloncini si sono sgonfiati.
group_1:
ref: i palloni si sono sgonfiati.
group_2:
ref:i palloncini si sono sgonfiati.
group_3:
ref: i palloncini si sono sgonfiati.",
245,236it,"The Japanese @marched@ their prisoners through Manchuria.
youdao: I giapponesi hanno marciato i loro prigionieri attraverso la manciuria.
google: I giapponesi fecero marciare i loro prigionieri attraverso la Manciuria.
opus: I giapponesi marciarono i loro prigionieri attraverso la Manciuria.
group_1:
ref: i giapponesi hanno marciato i loro prigionieri attraverso la manciuria.
group_2:
ref:i giapponesi marciarono i loro prigionieri attraverso la manciuria.
group_3:
ref: i giapponesi hanno marciato i loro prigionieri attraverso la manciuria.",
246,6it,"We @exploded@ the nuclear bomb.
youdao: Abbiamo esploso la bomba nucleare.
google: Abbiamo fatto esplodere la bomba nucleare.
opus: Abbiamo fatto esplodere la bomba nucleare.
group_1:
ref: abbiamo fatto esplodere la bomba nucleare.
group_2:
ref:abbiamo esploso la bomba nucleare.
group_3:
ref: abbiamo fatto esplodere la bomba nucleare.",
247,82it,"Water @sprayed@ all over the floor.
youdao: Acqua spruzzata su tutto il pavimento.
google: Acqua spruzzata su tutto il pavimento.
opus: Acqua spruzzata su tutto il pavimento.
group_1:
ref: acqua spruzzata su tutto il pavimento.
group_2:
ref:acqua spruzzata su tutto il pavimento.
group_3:
ref: acqua spruzzata su tutto il pavimento.",
248,166it,"The nightingale was @singing.@
youdao: La sera di notte stava cantando.
google: L'usignolo cantava.
opus: L'usignolo stava cantando.
group_1:
ref: l'usignolo stava cantando.
group_2:
ref:l'usignolo stava cantando.
group_3:
ref: l'usignolo stava cantando.",
249,136it,"He @nodded@ his approval.
youdao: Lui annuì la sua approvazione.
google: Annuì in segno di approvazione.
opus: Ha annuito.
group_1:
ref: ha annuito in segno di approvazione.
group_2:
ref:lui annuì la sua approvazione.
group_3:
ref:lui ha annuito .",
250,180it,"Our dog @sheds@ every Spring.
youdao: Il nostro cane cacca ogni primavera.
google: Il nostro cane perde ogni primavera.
opus: Il nostro cane sparge ogni primavera.
group_1:
ref: il nostro cane perde ogni primavera.
group_2:
ref:il nostro cane perde ogni primavera.
group_3:
ref: il nostro cane perde pelo ogni primavera.",
251,303it,"He @peeped@ at the woman through the window.
youdao: Lui sbirciò la donna attraverso la finestra.
google: Sbirciò la donna attraverso la finestra.
opus: Ha sbirciato la donna dalla finestra.
group_1:
ref: ha sbirciato la donna dalla finestra.
group_2:
ref:ha sbirciato la donna attraverso la finestra.
group_3:
ref: ha sbirciato la donna dalla finestra.",
252,284it,"Please use a @computerized@ disctionary.
youdao: Per favore usate un disctario computerizzato.
google: Si prega di utilizzare un disco informatico.
opus: Si prega di utilizzare un dizionario computerizzato.
group_1:
ref: per favore usate un disctario computerizzato.
group_2:
ref:si prega di utilizzare un dizionario computerizzato.
group_3:
ref: si prega di utilizzare un disco informatico.",
253,272it,"A big oil spot @spread@ across the water.
youdao: Una grande macchia di petrolio si diffuse nell’acqua.
google: Una grossa macchia d'olio si è diffusa sull'acqua.
opus: Una grande macchia di petrolio sparsa attraverso l'acqua.
group_1:
ref: una grossa macchia d'olio si è diffusa sull'acqua.
group_2:
ref:una grande macchia d'olio si è diffusa sull'acqua.
group_3:
ref: una grossa macchia d'olio si è diffusa sull'acqua.",
254,0it,"You have @ruined@ my car by pouring sugar in the tank!
youdao: Mi hai rovinato la macchina versando zucchero nel serbatoio!
google: Mi hai rovinato la macchina versando zucchero nel serbatoio!
opus: Mi hai rovinato la macchina versando dello zucchero nel serbatoio!
group_1:
ref: mi hai rovinato la macchina versando zucchero nel serbatoio!
group_2:
ref:mi hai rovinato la macchina versando zucchero nel serbatoio!
group_3:
ref: mi hai rovinato la macchina versando zucchero nel serbatoio!",
255,309it,"@Curl@ my hair, please.
youdao: Arricciare i capelli, per favore.
google: Arricciami i capelli, per favore.
opus: Arricciami i capelli, per favore.
group_1:
ref: arricciami i capelli, per favore.
group_2:
ref:arricciami i capelli, per favore.
group_3:
ref: arricciare i capelli, per favore.",
256,211it,"The bird @ruffled@ its feathers.
youdao: L’uccello si strofinò le piume.
google: L'uccello arruffò le piume.
opus: L'uccello si arrabbiava con le piume.
group_1:
ref: l'uccello alzava le piume.
group_2:
ref:l'uccello arruffò le piume.
group_3:
ref: l'uccello ha arruffato le piume.",
257,71it,"Water @leaked@ out of the can into the backpack.
youdao: L’acqua fuoriuscì dalla lattina nello zaino.
google: L'acqua è fuoriuscita dalla lattina nello zaino.
opus: L'acqua e' uscita dal barattolo nello zaino.
group_1:
ref: l'acqua è fuoriuscita dalla lattina nello zaino.
group_2:
ref:l'acqua è fuoriuscita dalla lattina nello zaino.
group_3:
ref: l'acqua è fuoriuscita dalla lattina nello zaino.",
258,289it,"She @brushed@ the suit before hanging it back into the closet.
youdao: Lei spazzolò il vestito prima di appenderlo di nuovo all’armadio.
google: Si spazzolò il vestito prima di riporlo nell'armadio.
opus: Ha spazzolato la tuta prima di riattaccarla nell'armadio.
group_1:
ref: ha spazzolato il vestito prima di riattaccarla nell'armadio.
group_2:
ref:ha spazzolato la tuta prima di riattaccarla nell'armadio.
group_3:
ref: lei ha spazzolato la tuta prima di riattaccarla nell'armadio.",
259,86it,"There will be men @guarding@ the horses.
youdao: Ci saranno uomini che custodiscono i cavalli.
google: Ci saranno uomini a guardia dei cavalli.
opus: Ci saranno uomini a guardia dei cavalli.
group_1:
ref: ci saranno uomini che custodiscono i cavalli.
group_2:
ref:ci saranno uomini a guardia dei cavalli.
group_3:
ref: ci saranno uomini a guardia dei cavalli.",
260,281it,"All our planets @condensed@ out of the same material.
youdao: Tutti i nostri pianeti condensati dallo stesso materiale.
google: Tutti i nostri pianeti si sono condensati dallo stesso materiale.
opus: Tutti i nostri pianeti condensati dallo stesso materiale.
group_1:
ref: tutti i nostri pianeti si sono condensati dallo stesso materiale.
group_2:
ref:tutti i nostri pianeti si sono condensati dallo stesso materiale.
group_3:
ref: tutti i nostri pianeti si sono condensati dallo stesso materiale.",
261,197it,"@trench@ the fallen soldiers.
youdao: Trincee i soldati caduti.
google: trincera i soldati caduti.
opus: trincea i soldati caduti.
group_1:
ref: trincera i soldati caduti.
group_2:
ref:trincera i soldati caduti.
group_3:
ref: trincera i soldati caduti.",
262,62it,"Marsh gases @ignited@ suddenly.
youdao: I gas paludosi si infiammarono improvvisamente.
google: I gas di palude si sono accesi all'improvviso.
opus: I gas di marea si sono incendiati all'improvviso.
group_1:
ref: i gas di palude si sono accesi all'improvviso.
group_2:
ref:i gas di palude si sono accesi all'improvviso.
group_3:
ref: i gas di palude si sono accesi all'improvviso.",
263,38it,"@trace@ the outline of a figure in the sand.
youdao: Traccia il contorno di una figura nella sabbia.
google: tracciare il contorno di una figura nella sabbia.
opus: tracciare il contorno di una figura nella sabbia.
group_1:
ref: traccia il contorno di una figura nella sabbia.
group_2:
ref:tracciare il contorno di una figura nella sabbia.
group_3:
ref: tracciare il contorno di una figura nella sabbia.",
264,275it,"The enemy @exploded@ the bridge.
youdao: Il nemico ha esploso il ponte.
google: Il nemico ha fatto esplodere il ponte.
opus: Il nemico ha fatto esplodere il ponte.
group_1:
ref: il nemico ha fatto esplodere il ponte.
group_2:
ref:il nemico ha esploso il ponte.
group_3:
ref: il nemico ha fatto esplodere il ponte.",
265,106it,"It can @transform@ energy to light.
youdao: Può trasformare l’energia in luce.
google: Può trasformare l'energia in luce.
opus: Può trasformare l'energia in luce.
group_1:
ref: può trasformare l'energia in luce.
group_2:
ref:può trasformare l’energia in luce.
group_3:
ref: può trasformare l'energia in luce.",
266,308it,"just @steam@ the vegetables.
youdao: Solo vaporizzare le verdure.
google: basta cuocere a vapore le verdure.
opus: Basta cuocere a vapore le verdure.
group_1:
ref: basta cuocere a vapore le verdure.
group_2:
ref:basta cuocere a vapore le verdure.
group_3:
ref: solo vaporizzare le verdure.",
267,224it,"We @ferment@ the grapes for a very long time to achieve high alcohol content.
youdao: Fermiamo l’uva per molto tempo per raggiungere un elevato contenuto alcolico.
google: Facciamo fermentare l'uva per un tempo molto lungo per raggiungere un'elevata gradazione alcolica.
opus: Fermentiamo l'uva per un tempo molto lungo per raggiungere un alto contenuto alcolico.
group_1:
ref: facciamo fermentare l'uva per un tempo molto lungo per raggiungere un'elevata gradazione alcolica.
group_2:
ref:facciamo fermentare l'uva per un tempo molto lungo per raggiungere un'elevata gradazione alcolica.
group_3:
ref: facciamo fermentare l'uva per un tempo molto lungo per raggiungere un'elevata gradazione alcolica.",
268,317it,"The pilot @kited@ for a long time over the mountains.
youdao: Il pilota ha viaggiato a lungo sulle montagne.
google: Il pilota ha volato a lungo sulle montagne.
opus: Il pilota ha arredato per molto tempo sulle montagne.
group_1:
ref: il pilota ha volato a lungo sulle montagne.
group_2:
ref:il pilota ha volato a lungo sulle montagne.
group_3:
ref: il pilota ha volato a lungo sulle montagne.",
269,217it,"The military forces managed to @recapture@ the fort.
youdao: Le forze militari sono riuscite a riconquistare la fortezza.
google: Le forze militari sono riuscite a riconquistare il forte.
opus: Le forze militari sono riuscite a riconquistare il forte.
group_1:
ref: le forze militari sono riuscite a riconquistare il forte.
group_2:
ref:le forze militari sono riuscite a riconquistare la fortezza.
group_3:
ref: le forze militari sono riuscite a riconquistare la fortezza.",
270,192it,"Age had @dulled@ the surface.
youdao: L’età aveva scavato la superficie.
google: L'età aveva offuscato la superficie.
opus: L'età aveva offuscato la superficie.
group_1:
ref: l'età aveva attenuato la superficie.
group_2:
ref:l'età aveva offuscato la superficie.
group_3:
ref: l'età aveva offuscato la superficie.",
271,119it,"We @interrupt@ the program for the following messages.
youdao: Interrompiamo il programma per i seguenti messaggi.
google: Interrompiamo il programma per i seguenti messaggi.
opus: Interrompiamo il programma per i seguenti messaggi.
group_1:
ref: interrompiamo il programma per i seguenti messaggi.
group_2:
ref:interrompiamo il programma per i seguenti messaggi.
group_3:
ref: interrompiamo il programma per i seguenti messaggi.",
272,292it,"How do you @spell@ this word?
youdao: Come si scrive questa parola?
google: Come pronunci questa parola?
opus: Come si scrive questa parola?
group_1:
ref: come si scrive questa parola?
group_2:
ref:come si scrive questa parola?
group_3:
ref: come si scrive questa parola?",
273,157it,"The addict was @snorting@ cocaine almost every day.
youdao: Il tossicodipendente sniffava cocaina quasi ogni giorno.
google: Il tossicodipendente sniffava cocaina quasi ogni giorno.
opus: Il drogato sniffava cocaina quasi tutti i giorni.
group_1:
ref: il tossicodipendente sniffava cocaina quasi ogni giorno.
group_2:
ref:il tossicodipendente sniffava cocaina quasi ogni giorno.
group_3:
ref: il tossicodipendente sniffava cocaina quasi ogni giorno.",
274,191it,"@Shake@ the salt out of the salt shaker.
youdao: Scuotere il sale dall’agitatore.
google: Scuotere il sale dalla saliera.
opus: Agitare il sale dall'agitatore.
group_1:
ref: agitare il sale dalla saliera.
group_2:
ref:scuotere il sale dalla saliera.
group_3:
ref: scuotere il sale dalla saliera.",
275,22it,"The bugs @pinged@ the lamp shade.
youdao: I bug hanno inciso sull’ombra della lampada.
google: Gli insetti suonavano il paralume.
opus: Gli insetti hanno battuto il paralume della lampada.
group_1:
ref: gli insetti hanno battuto il paralume della lampada.
group_2:
ref:gli insetti hanno battuto il paralume della lampada.
group_3:
ref: gli insetti suonavano il paralume.",
276,133it,"This sum will @buy@ you a ride on the train.
youdao: Questa somma ti comprerà un passaggio sul treno.
google: Questa somma ti comprerà un passaggio sul treno.
opus: Questa somma vi comprerà un giro sul treno.
group_1:
ref: questa somma ti comprerà un passaggio sul treno.
group_2:
ref:questa somma ti comprerà un passaggio sul treno.
group_3:
ref: questa somma ti comprerà un passaggio sul treno.",
277,231it,"He @fastened@ the lock onto the door.
youdao: Ha fissato la serratura alla porta.
google: Ha chiuso la serratura della porta.
opus: Ha fissato la serratura alla porta.
group_1:
ref: ha chiuso la serratura della porta.
group_2:
ref:ha fissato la serratura alla porta.
group_3:
ref: ha fissato la serratura alla porta.",
278,11it,"The wildfire @scorched@ the forest and several homes.
youdao: Il fuoco ha incendiato la foresta e diverse case.
google: L'incendio ha bruciato la foresta e diverse case.
opus: Gli incendi incendiarono la foresta e diverse case.
group_1:
ref: l'incendio ha bruciato la foresta e diverse case.
group_2:
ref:l'incendio ha bruciato la foresta e diverse case.
group_3:
ref: l'incendio ha bruciato la foresta e diverse case.",
279,31it,"The nurse @pricked@ my finger to get a small blood sample.
youdao: L’infermiera mi punse il dito per avere un piccolo campione di sangue.
google: L'infermiera mi punse il dito per prelevare un piccolo campione di sangue.
opus: L'infermiera mi ha punto il dito per avere un piccolo campione di sangue.
group_1:
ref: l'infermiera mi ha punto il dito per avere un piccolo campione di sangue.
group_2:
ref:l'infermiera mi ha punto il dito per avere un piccolo campione di sangue.
group_3:
ref: l'infermiera mi ha punto il dito per prelevare un piccolo campione di sangue",
280,241it,"@spray@ the wall with paint.
youdao: Spruzzare la parete con della pittura.
google: spruzzare il muro con la vernice.
opus: spruzzare la parete con la vernice.
group_1:
ref: spruzzare la vernice sul muro.
group_2:
ref:spruzzare il muro con la vernice.
group_3:
ref: spruzzare la parete con la vernice.",
281,135it,"She @molded@ the rice balls carefully.
youdao: Ha modellato le palle di riso con attenzione.
google: Ha modellato con cura le polpette di riso.
opus: Ha modellato le palline di riso con cura.
group_1:
ref: ha modellato le palle di riso con attenzione.
group_2:
ref: ha modellato le palline di riso con cura.
group_3:
ref: ha modellato le palline di riso con cura.",
282,132it,"@load@ the truck with hay.
youdao: Carica il camion con fieno.
google: caricare il camion con il fieno.
opus: Caricare il camion con fieno.
group_1:
ref: carica il camion con fieno.
group_2:
ref:caricare il camion con fieno.
group_3:
ref: caricare il camion con il fieno.",
283,301it,"@paste@ the sign on the wall.
youdao: Incolla il segno sulla parete.
google: incolla il segno sul muro.
opus: Incolla il cartello sul muro.
group_1:
ref: incolla il cartello sul muro.
group_2:
ref:incolla il segno sulla parete.
group_3:
ref: incolla il segno sulla parete.",
284,215it,"A star @tops@ the Christmas Tree.
youdao: Una stella è in cima all’albero di natale.
google: Una stella in cima all'albero di Natale.
opus: Una stella sopra l'albero di Natale.
group_1:
ref: una stella è in cima all’albero di natale.
group_2:
ref:una stella è in cima all’albero di natale.
group_3:
ref: una stella è in cima all’albero di natale.",
285,225it,"Chanel @designed@ the famous suit.
youdao: Chanel progettò la famosa tuta.
google: Chanel ha disegnato il famoso abito.
opus: Chanel ha progettato il vestito famoso.
group_1:
ref: chanel ha progettato il abito famoso.
group_2:
ref:chanel ha disegnato il famoso abito.
group_3:
ref: chanel ha disegnato il famoso abito.",
286,21it,"Our basement @flooded@ during the heavy rains.
youdao: Il nostro seminterrato si allagò durante le forti piogge.
google: Il nostro seminterrato si è allagato durante le forti piogge.
opus: Il nostro seminterrato si è allagato durante le forti piogge.
group_1:
ref: il nostro seminterrato si è allagato durante le forti piogge.
group_2:
ref:il nostro seminterrato si è allagato durante le forti piogge.
group_3:
ref: il nostro seminterrato si è allagato durante le forti piogge.",
287,286it,"the mechanism @jammed.@
youdao: Il meccanismo si è bloccato.
google: il meccanismo si è inceppato.
opus: il meccanismo si è inceppato.
group_1:
ref: il meccanismo si è inceppato.
group_2:
ref:il meccanismo si è inceppato.
group_3:
ref: il meccanismo si è inceppato.",
288,299it,"He never @acknowledges@ his colleagues when they run into him in the hallway.
youdao: Non riconosce mai i suoi colleghi quando si imbattono in lui nel corridoio.
google: Non riconosce mai i suoi colleghi quando lo incontrano nel corridoio.
opus: Non riconosce mai i suoi colleghi quando lo incontrano nel corridoio.
group_1:
ref: non saluta mai i suoi colleghi quando lo incontrano nel corridoio.
group_2:
ref:non riconosce mai i suoi colleghi quando lo incontrano nel corridoio.
group_3:
ref: non riconosce mai i suoi colleghi quando lo incontrano nel corridoio.",
289,329it,"The drug smugglers @landed@ the heroin on the beach of the island.
youdao: I trafficanti di droga sbarcarono l’eroina sulla spiaggia dell’isola.
google: I trafficanti di droga hanno sbarcato l'eroina sulla spiaggia dell'isola.
opus: I trafficanti di droga hanno atterrato l'eroina sulla spiaggia dell'isola.
group_1:
ref: i trafficanti di droga hanno sbarcato l'eroina sulla spiaggia dell'isola.
group_2:
ref:i trafficanti di droga hanno sbarcato l'eroina sulla spiaggia dell'isola.
group_3:
ref: i trafficanti di droga hanno atterrato l'eroina sulla spiaggia dell'isola.",
290,187it,"The ship @steamed@ off into the Pacific.
youdao: La nave si è schiaffeggiata nel pacifico.
google: La nave salpò nel Pacifico.
opus: La nave esplose nel Pacifico.
group_1:
ref: la nave e' salpata nel pacifico.
group_2:
ref:la nave salpò nel pacifico.
group_3:
ref: la nave salpò nel pacifico.",
291,29it,"@inject@ hydrogen into the balloon.
youdao: Iniettare idrogeno nel pallone.
google: iniettare idrogeno nel pallone.
opus: iniettare idrogeno nel pallone.
group_1:
ref: iniettare idrogeno nel pallone.
group_2:
ref:iniettare idrogeno nel pallone.
group_3:
ref: iniettare idrogeno nel pallone.",
292,212it,"he @devoured@ three sandwiches.
youdao: Ha divorato tre sandwich.
google: ha divorato tre panini.
opus: Ha divorato tre panini.
group_1:
ref: ha divorato tre panini.
group_2:
ref:ha divorato tre panini.
group_3:
ref: ha divorato tre panini.",
293,189it,"A shooting star @flashed@ and was gone.
youdao: Una stella cadente cadde ed era sparita.
google: Una stella cadente lampeggiò e scomparve.
opus: Una stella cadente esplodeva e se n'era andata.
group_1:
ref: una stella cadente ha lampeggiato e scomparve.
group_2:
ref:una stella cadente lampeggiò e scomparve.
group_3:
ref: una stella cadente lampeggiò e scomparve.",
294,63it,"She @shed@ a lot of tears when this happened.
youdao: Lei versò molte lacrime quando accadde questo.
google: Ha versato molte lacrime quando è successo.
opus: Ha versato un sacco di lacrime quando e' successo.
group_1:
ref: ha versato molte lacrime quando è successo.
group_2:
ref:ha versato molte lacrime quando è successo.
group_3:
ref: ha versato un sacco di lacrime quando e' successo.",
295,328it,"@spread@ cheese on a piece of bread.
youdao: Spalmare il formaggio su un pezzo di pane.
google: spalmare il formaggio su un pezzo di pane.
opus: stendere il formaggio su un pezzo di pane.
group_1:
ref: spalmare il formaggio su un pezzo di pane.
group_2:
ref:spalmare il formaggio su un pezzo di pane.
group_3:
ref: spalmare il formaggio su un pezzo di pane.",
296,16it,"The property @vests@ in the trustees.
youdao: La proprietà spetta ai fiduciari.
google: La proprietà spetta ai fiduciari.
opus: I giubbotti di proprieta' nei fiduciari.
group_1:
ref: la proprietà spetta ai fiduciari.
group_2:
ref:la proprietà spetta ai fiduciari.
group_3:
ref: la proprietà spetta ai fiduciari.",
297,260it,"The wine @spotted@ the tablecloth.
youdao: Il vino ha macchiato la tovaglia.
google: Il vino ha macchiato la tovaglia.
opus: Il vino ha visto la tovaglia.
group_1:
ref: il vino ha macchiato la tovaglia.
group_2:
ref:il vino ha macchiato la tovaglia.
group_3:
ref: il vino ha macchiato la tovaglia.",
298,199it,"Please @erase@ the formula on the blackboard -- it is wrong!
youdao: Cancellare la formula sulla lavagna -- è sbagliata!
google: Per favore cancella la formula sulla lavagna: è sbagliata!
opus: Cancellare la formula sulla lavagna -- è sbagliato!
group_1:
ref: per favore cancella la formula sulla lavagna: è sbagliata!
group_2:
ref:per favore cancella la formula sulla lavagna: è sbagliata!
group_3:
ref: per favore cancella la formula sulla lavagna: è sbagliata!",
299,206it,"We must @acknowledge@ the kindness she showed towards us.
youdao: Dobbiamo riconoscere la gentilezza che ha dimostrato nei nostri confronti.
google: Dobbiamo riconoscere la gentilezza che ha mostrato nei nostri confronti.
opus: Dobbiamo riconoscere la gentilezza che ci ha mostrato.
group_1:
ref: dobbiamo riconoscere la gentilezza che ha dimostrato nei nostri confronti.
group_2:
ref:dobbiamo riconoscere la gentilezza che ha dimostrato nei nostri confronti.
group_3:
ref: dobbiamo riconoscere la gentilezza che ha mostrato nei nostri confronti.",
300,94it,"@grind@ the spices in a mortar.
youdao: Macinare le spezie in un malta.
google: pestare le spezie in un mortaio.
opus: Macinare le spezie in un mortaio.
group_1:
ref: macinare le spezie in un mortaio.
group_2:
ref:pestare le spezie in un mortaio.
group_3:
ref: macinare le spezie in un malta.",
301,235it,"@Boost@ the voltage in an electrical circuit.
youdao: Alimentare la tensione in un circuito elettrico.
google: Aumenta la tensione in un circuito elettrico.
opus: Aumentare la tensione in un circuito elettrico.
group_1:
ref: aumenta la tensione in un circuito elettrico.
group_2:
ref:aumenta la tensione in un circuito elettrico.
group_3:
ref: alimentare la tensione in un circuito elettrico.",
302,141it,"I will @lend@ you my car.
youdao: Ti presterò la mia macchina.
google: Ti presterò la mia macchina.
opus: Ti presterò la mia macchina.
group_1:
ref:ti presterò la mia macchina.
group_2:
ref:ti presterò la mia macchina.
group_3:
ref: ti presterò la mia macchina.",
303,92it,"We @drained@ the oil tank.
youdao: Abbiamo prosciugato il serbatoio di petrolio.
google: Abbiamo svuotato il serbatoio dell'olio.
opus: Abbiamo prosciugato il serbatoio dell'olio.
group_1:
ref:abbiamo drenato il serbatoio dell'olio.
group_2:
ref:abbiamo svuotato il serbatoio dell'olio.
group_3:
ref: abbiamo prosciugato il serbatoio dell'olio.",
304,302it,"Planes @buzzed@ the crowds in the square.
youdao: Gli aerei ronzavano le folle in piazza.
google: Gli aerei ronzavano tra la folla nella piazza.
opus: Gli aeroplani hanno fatto scattare la folla in piazza.
group_1:
ref:gli aerei volavano basso sulle folle in piazza.
group_2:
ref:gli aerei ronzavano tra la folla nella piazza.
group_3:
ref: gli aerei ronzavano tra la folla nella piazza.",
305,64it,"@crush@ an aluminum can.
youdao: Schiacciare una lattina di alluminio.
google: schiacciare una lattina di alluminio.
opus: schiacciare un barattolo di alluminio.
group_1:
ref:schiacciare una lattina di alluminio.
group_2:
ref:schiacciare una lattina di alluminio.
group_3:
ref: schiacciare un barattolo di alluminio.",
306,23it,"Goering often @hunted@ wild boars in Poland.
youdao: La Goering spesso cacciava cinghiali in polonia.
google: Goering cacciava spesso cinghiali in Polonia.
opus: Goering spesso cacciato cinghiali in Polonia.
group_1:
ref:goering spesso cacciato cinghiali in polonia.
group_2:
ref:goering cacciava spesso cinghiali in polonia.
group_3:
ref: la goering spesso cacciava cinghiali in polonia.",
307,127it,"blood @stagnates@ in the capillaries.
youdao: Il sangue ristagna nei capillari.
google: il sangue ristagna nei capillari.
opus: Il sangue ristagna nei capillari.
group_1:
ref:il sangue ristagna nei capillari.
group_2:
ref:il sangue ristagna nei capillari.
group_3:
ref: il sangue ristagna nei capillari.",
308,51it,"Who @erased@ the files form my hard disk?
youdao: Chi ha cancellato i file dal mio hard disk?
google: Chi ha cancellato i file dal mio hard disk?
opus: Chi ha cancellato i file dal mio hard disk?
group_1:
ref:chi ha cancellato i file dal mio hard disk?
group_2:
ref:chi ha cancellato i file dal mio hard disk?
group_3:
ref: chi ha cancellato i file dal mio hard disk?",
309,4it,"the infection @spread.@
youdao: L’infezione si è diffusa.
google: l'infezione si è diffusa.
opus: la diffusione dell'infezione.
group_1:
ref:l’infezione si è diffusa.
group_2:
ref:l’infezione si è diffusa.
group_3:
ref: l’infezione si è diffusa.",
310,37it,"our new colleague @relaxed@ when he saw that we were a friendly group.
youdao: Il nostro nuovo collega si è rilassato quando ha visto che eravamo un gruppo amico.
google: il nostro nuovo collega si è rilassato quando ha visto che eravamo un gruppo amichevole.
opus: Il nostro nuovo collega si è rilassato quando ha visto che eravamo un gruppo amichevole.
group_1:
ref:il nostro nuovo collega si è rilassato quando ha visto che eravamo un gruppo amichevole.
group_2:
ref:il nostro nuovo collega si è rilassato quando ha visto che eravamo un gruppo amichevole.
group_3:
ref: il nostro nuovo collega si è rilassato quando ha visto che eravamo un gruppo amichevole.",
311,285it,"The roofer began to @gutter@ the buildings.
youdao: Il tetto cominciò a massacrare gli edifici.
google: Il roofer iniziò a grondaiare gli edifici.
opus: Il rooper ha cominciato a sporcare gli edifici.
group_1:
ref:il lavoratore del tetto ha iniziato a costruire la grondaia.
group_2:
ref:il roofer iniziò a grondaiare gli edifici.
group_3:
ref: il roofer iniziò a grondaiare gli edifici.",
312,33it,"@relax@ the tension on the rope.
youdao: Allentare la tensione sulla corda.
google: allentare la tensione sulla corda.
opus: rilassare la tensione sulla corda.
group_1:
ref:allentare la tensione sulla corda.
group_2:
ref: allentare la tensione sulla corda.
group_3:
ref: allentare la tensione sulla corda.",
313,177it,"These apples need to @mellow@ a bit more.
youdao: Queste mele devono essere un po’ più tranquille.
google: Queste mele devono ammorbidirsi un po' di più.
opus: Queste mele hanno bisogno di calmarsi un po' di più.
group_1:
ref:queste mele devono maturare un po' di più.
group_2:
ref:queste mele devono ammorbidirsi un po' di più.
group_3:
ref: queste mele devono ammorbidirsi un po' di più.",
314,17it,"They began to @volley@ the tennis ball.
youdao: Hanno iniziato a raffigurare la pallina da tennis.
google: Cominciarono a tirare al volo la pallina da tennis.
opus: Iniziarono a volare la palla da tennis.
group_1:
ref:hanno iniziato a colpire al volo la pallina da tennis.
group_2:
ref:cominciarono a tirare al volo la pallina da tennis.
group_3:
ref: cominciarono a tirare al volo la pallina da tennis.",
315,134it,"This dress @fastens@ in the back.
youdao: Questo vestito si chiude dietro.
google: Questo vestito si allaccia nella parte posteriore.
opus: Questo vestito si fissa dietro.
group_1:
ref:questo vestito si allaccia nella parte posteriore.
group_2:
ref:questo vestito si allaccia nella parte posteriore.
group_3:
ref: questo vestito si fissa dietro.",
316,115it,"I @inherited@ my good eyesight from my mother.
youdao: Ho ereditato la mia buona vista da mia madre.
google: Ho ereditato la mia buona vista da mia madre.
opus: Ho ereditato la mia buona vista da mia madre.
group_1:
ref:ho ereditato la mia buona vista da mia madre.
group_2:
ref:ho ereditato la mia buona vista da mia madre.
group_3:
ref: ho ereditato la mia buona vista da mia madre.",
317,184it,"The therapist noticed that the patient's knees tended to @lock@ in this exercise.
youdao: Il terapeuta ha notato che le ginocchia del paziente tendevano a bloccarsi in questo esercizio.
google: Il terapista notò che le ginocchia del paziente tendevano a bloccarsi durante questo esercizio.
opus: Il terapeuta ha notato che le ginocchia del paziente tendevano a bloccare in questo esercizio.
group_1:
ref:il terapeuta ha notato che le ginocchia del paziente tendevano a bloccare in questo esercizio.
group_2:
ref:il terapeuta ha notato che le ginocchia del paziente tendevano a bloccarsi in questo esercizio.
group_3:
ref: il terapeuta ha notato che le ginocchia del paziente tendevano a bloccare in questo esercizio.",
